cohort_month,cohort_label,activity_month,activity_label,cohort_index,cohort_size,retained_customers,retention_rate,retention_rate_percent,cohort_revenue,revenue_per_acquired_customer,revenue_per_retained_customer,cumulative_cohort_revenue,cumulative_revenue_per_customer,is_complete_cohort_month,is_complete_activity_month,is_complete_observation
2010-09-01,2010-09,2011-10-01,2011-10,13,243,40,0.1646,16.46,25446.67,104.72,636.17,523388.21,2153.86,true,true,true
2010-09-01,2010-09,2011-11-01,2011-11,14,243,39,0.1605,16.05,44492.21,183.1,1140.83,567880.42,2336.96,true,true,true
2010-09-01,2010-09,2011-12-01,2011-12,15,243,13,0.0535,5.35,5484.61,22.57,421.89,573365.03,2359.53,true,false,false
2010-10-01,2010-10,2010-10-01,2010-10,0,377,377,1.0,100.0,185266.87,491.42,491.42,185266.87,491.42,true,true,true
2010-10-01,2010-10,2010-11-01,2010-11,1,377,97,0.2573,25.73,46538.18,123.44,479.78,231805.05,614.87,true,true,true
2010-10-01,2010-10,2010-12-01,2010-12,2,377,55,0.1459,14.59,18826.49,49.94,342.3,250631.54,664.81,true,true,true
2010-10-01,2010-10,2011-01-01,2011-01,3,377,47,0.1247,12.47,24273.94,64.39,516.47,274905.48,729.19,true,true,true
2010-10-01,2010-10,2011-02-01,2011-02,4,377,33,0.0875,8.75,12785.04,33.91,387.43,287690.52,763.1,true,true,true
2010-10-01,2010-10,2011-03-01,2011-03,5,377,31,0.0822,8.22,11182.61,29.66,360.73,298873.13,792.77,true,true,true
2010-10-01,2010-10,2011-04-01,2011-04,6,377,49,0.13,13.0,17584,46.64,358.86,316457.13,839.41,true,true,true
2010-10-01,2010-10,2011-05-01,2011-05,7,377,52,0.1379,13.79,16023.93,42.5,308.15,332481.06,881.91,true,true,true
2010-10-01,2010-10,2011-06-01,2011-06,8,377,40,0.1061,10.61,22237.9,58.99,555.95,354718.96,940.9,true,true,true
2010-10-01,2010-10,2011-07-01,2011-07,9,377,35,0.0928,9.28,19500.24,51.72,557.15,374219.2,992.62,true,true,true
2010-10-01,2010-10,2011-08-01,2011-08,10,377,40,0.1061,10.61,13663.9,36.24,341.6,387883.1,1028.87,true,true,true
2010-10-01,2010-10,2011-09-01,2011-09,11,377,49,0.13,13.0,21028.88,55.78,429.16,408911.98,1084.65,true,true,true
2010-10-01,2010-10,2011-10-01,2011-10,12,377,72,0.191,19.1,49844.25,132.21,692.28,458756.23,1216.86,true,true,true
2010-10-01,2010-10,2011-11-01,2011-11,13,377,87,0.2308,23.08,56331.61,149.42,647.49,515087.84,1366.28,true,true,true
2010-10-01,2010-10,2011-12-01,2011-12,14,377,26,0.069,6.9,10554.02,27.99,405.92,525641.86,1394.28,true,false,false
2010-11-01,2010-11,2010-11-01,2010-11,0,325,325,1.0,100.0,152555.11,469.4,469.4,152555.11,469.4,true,true,true
2010-11-01,2010-11,2010-12-01,2010-12,1,325,57,0.1754,17.54,24746.56,76.14,434.15,177301.67,545.54,true,true,true
2010-11-01,2010-11,2011-01-01,2011-01,2,325,30,0.0923,9.23,14253.59,43.86,475.12,191555.26,589.4,true,true,true
2010-11-01,2010-11,2011-02-01,2011-02,3,325,31,0.0954,9.54,9632.81,29.64,310.74,201188.07,619.04,true,true,true
2010-11-01,2010-11,2011-03-01,2011-03,4,325,25,0.0769,7.69,9740.7,29.97,389.63,210928.77,649.01,true,true,true
2010-11-01,2010-11,2011-04-01,2011-04,5,325,28,0.0862,8.62,10637.16,32.73,379.9,221565.93,681.74,true,true,true
2010-11-01,2010-11,2011-05-01,2011-05,6,325,42,0.1292,12.92,15671.87,48.22,373.14,237237.8,729.96,true,true,true
2010-11-01,2010-11,2011-06-01,2011-06,7,325,32,0.0985,9.85,11182.19,34.41,349.44,248419.99,764.37,true,true,true
2010-11-01,2010-11,2011-07-01,2011-07,8,325,28,0.0862,8.62,9612.62,29.58,343.31,258032.61,793.95,true,true,true
2010-11-01,2010-11,2011-08-01,2011-08,9,325,29,0.0892,8.92,11056.41,34.02,381.26,269089.02,827.97,true,true,true
2010-11-01,2010-11,2011-09-01,2011-09,10,325,36,0.1108,11.08,14714.4,45.28,408.73,283803.42,873.24,true,true,true
2010-11-01,2010-11,2011-10-01,2011-10,11,325,47,0.1446,14.46,19854.77,61.09,422.44,303658.19,934.33,true,true,true
2010-11-01,2010-11,2011-11-01,2011-11,12,325,83,0.2554,25.54,40060.11,123.26,482.65,343718.3,1057.59,true,true,true
2010-11-01,2010-11,2011-12-01,2011-12,13,325,20,0.0615,6.15,6310.9,19.42,315.55,350029.2,1077.01,true,false,false
2010-12-01,2010-12,2010-12-01,2010-12,0,76,76,1.0,100.0,27318.87,359.46,359.46,27318.87,359.46,true,true,true
2010-12-01,2010-12,2011-01-01,2011-01,1,76,7,0.0921,9.21,2297.77,30.23,328.25,29616.64,389.69,true,true,true
2010-12-01,2010-12,2011-02-01,2011-02,2,76,4,0.0526,5.26,7007.27,92.2,1751.82,36623.91,481.89,true,true,true
2010-12-01,2010-12,2011-03-01,2011-03,3,76,7,0.0921,9.21,1443.48,18.99,206.21,38067.39,500.89,true,true,true
2010-12-01,2010-12,2011-04-01,2011-04,4,76,9,0.1184,11.84,6146.62,80.88,682.96,44214.01,581.76,true,true,true
2010-12-01,2010-12,2011-05-01,2011-05,5,76,5,0.0658,6.58,1065.36,14.02,213.07,45279.37,595.78,true,true,true
2010-12-01,2010-12,2011-06-01,2011-06,6,76,4,0.0526,5.26,730.12,9.61,182.53,46009.49,605.39,true,true,true
2010-12-01,2010-12,2011-07-01,2011-07,7,76,7,0.0921,9.21,4848.94,63.8,692.71,50858.43,669.19,true,true,true
2010-12-01,2010-12,2011-08-01,2011-08,8,76,4,0.0526,5.26,600.24,7.9,150.06,51458.67,677.09,true,true,true
2010-12-01,2010-12,2011-09-01,2011-09,9,76,2,0.0263,2.63,500.83,6.59,250.42,51959.5,683.68,true,true,true
2010-12-01,2010-12,2011-10-01,2011-10,10,76,7,0.0921,9.21,1622.54,21.35,231.79,53582.04,705.03,true,true,true
2010-12-01,2010-12,2011-11-01,2011-11,11,76,15,0.1974,19.74,8559.25,112.62,570.62,62141.29,817.65,true,true,true
2010-12-01,2010-12,2011-12-01,2011-12,12,76,2,0.0263,2.63,468.63,6.17,234.32,62609.92,823.81,true,false,false
2011-01-01,2011-01,2011-01-01,2011-01,0,71,71,1.0,100.0,50887.94,716.73,716.73,50887.94,716.73,true,true,true
2011-01-01,2011-01,2011-02-01,2011-02,1,71,12,0.169,16.9,3775.08,53.17,314.59,54663.02,769.9,true,true,true
2011-01-01,2011-01,2011-03-01,2011-03,2,71,15,0.2113,21.13,3980.2,56.06,265.35,58643.22,825.96,true,true,true
2011-01-01,2011-01,2011-04-01,2011-04,3,71,14,0.1972,19.72,26463.78,372.73,1890.27,85107,1198.69,true,true,true
2011-01-01,2011-01,2011-05-01,2011-05,4,71,15,0.2113,21.13,8078.03,113.78,538.54,93185.03,1312.47,true,true,true
2011-01-01,2011-01,2011-06-01,2011-06,5,71,11,0.1549,15.49,6446.85,90.8,586.08,99631.88,1403.27,true,true,true
2011-01-01,2011-01,2011-07-01,2011-07,6,71,11,0.1549,15.49,5107.55,71.94,464.32,104739.43,1475.2,true,true,true
2011-01-01,2011-01,2011-08-01,2011-08,7,71,9,0.1268,12.68,5544.77,78.1,616.09,110284.2,1553.3,true,true,true
2011-01-01,2011-01,2011-09-01,2011-09,8,71,8,0.1127,11.27,4493.94,63.29,561.74,114778.14,1616.59,true,true,true
2011-01-01,2011-01,2011-10-01,2011-10,9,71,15,0.2113,21.13,11431.02,161,762.07,126209.16,1777.59,true,true,true
2011-01-01,2011-01,2011-11-01,2011-11,10,71,18,0.2535,25.35,10449.38,147.17,580.52,136658.54,1924.77,true,true,true
2011-01-01,2011-01,2011-12-01,2011-12,11,71,8,0.1127,11.27,3621.94,51.01,452.74,140280.48,1975.78,true,false,false
2011-02-01,2011-02,2011-02-01,2011-02,0,124,124,1.0,100.0,43699.22,352.41,352.41,43699.22,352.41,true,true,true
2011-02-01,2011-02,2011-03-01,2011-03,1,124,20,0.1613,16.13,8496.49,68.52,424.82,52195.71,420.93,true,true,true
2011-02-01,2011-02,2011-04-01,2011-04,2,124,19,0.1532,15.32,16401.49,132.27,863.24,68597.2,553.2,true,true,true
2011-02-01,2011-02,2011-05-01,2011-05,3,124,23,0.1855,18.55,10623.36,85.67,461.89,79220.56,638.88,true,true,true
2011-02-01,2011-02,2011-06-01,2011-06,4,124,27,0.2177,21.77,9229.11,74.43,341.82,88449.67,713.3,true,true,true
2011-02-01,2011-02,2011-07-01,2011-07,5,124,19,0.1532,15.32,5524.94,44.56,290.79,93974.61,757.86,true,true,true
2011-02-01,2011-02,2011-08-01,2011-08,6,124,19,0.1532,15.32,7969.63,64.27,419.45,101944.24,822.13,true,true,true
2011-02-01,2011-02,2011-09-01,2011-09,7,124,18,0.1452,14.52,10085.07,81.33,560.28,112029.31,903.46,true,true,true
2011-02-01,2011-02,2011-10-01,2011-10,8,124,18,0.1452,14.52,9526.97,76.83,529.28,121556.28,980.29,true,true,true
2011-02-01,2011-02,2011-11-01,2011-11,9,124,22,0.1774,17.74,12314.17,99.31,559.74,133870.45,1079.6,true,true,true
2011-02-01,2011-02,2011-12-01,2011-12,10,124,7,0.0565,5.65,2799.57,22.58,399.94,136670.02,1102.18,true,false,false
2011-03-01,2011-03,2011-03-01,2011-03,0,179,179,1.0,100.0,78002.95,435.77,435.77,78002.95,435.77,true,true,true
2011-03-01,2011-03,2011-04-01,2011-04,1,179,33,0.1844,18.44,15647.85,87.42,474.18,93650.8,523.19,true,true,true
2011-03-01,2011-03,2011-05-01,2011-05,2,179,39,0.2179,21.79,20373.59,113.82,522.4,114024.39,637.01,true,true,true
2011-03-01,2011-03,2011-06-01,2011-06,3,179,36,0.2011,20.11,16778.1,93.73,466.06,130802.49,730.74,true,true,true
2011-03-01,2011-03,2011-07-01,2011-07,4,179,40,0.2235,22.35,16643.85,92.98,416.1,147446.34,823.72,true,true,true
2011-03-01,2011-03,2011-08-01,2011-08,5,179,27,0.1508,15.08,10823.81,60.47,400.88,158270.15,884.19,true,true,true
2011-03-01,2011-03,2011-09-01,2011-09,6,179,37,0.2067,20.67,15598.1,87.14,421.57,173868.25,971.33,true,true,true
2011-03-01,2011-03,2011-10-01,2011-10,7,179,36,0.2011,20.11,18676.05,104.34,518.78,192544.3,1075.67,true,true,true
2011-03-01,2011-03,2011-11-01,2011-11,8,179,43,0.2402,24.02,21859.61,122.12,508.36,214403.91,1197.79,true,true,true
2011-03-01,2011-03,2011-12-01,2011-12,9,179,17,0.095,9.5,6328.52,35.35,372.27,220732.43,1233.14,true,false,false
2011-04-01,2011-04,2011-04-01,2011-04,0,106,106,1.0,100.0,41083.99,387.58,387.58,41083.99,387.58,true,true,true
2011-04-01,2011-04,2011-05-01,2011-05,1,106,27,0.2547,25.47,13350.44,125.95,494.46,54434.43,513.53,true,true,true
2011-04-01,2011-04,2011-06-01,2011-06,2,106,21,0.1981,19.81,7711.63,72.75,367.22,62146.06,586.28,true,true,true
2011-04-01,2011-04,2011-07-01,2011-07,3,106,21,0.1981,19.81,7225.39,68.16,344.07,69371.45,654.45,true,true,true
2011-04-01,2011-04,2011-08-01,2011-08,4,106,19,0.1792,17.92,5767.83,54.41,303.57,75139.28,708.86,true,true,true
2011-04-01,2011-04,2011-09-01,2011-09,5,106,25,0.2358,23.58,11192.34,105.59,447.69,86331.62,814.45,true,true,true
2011-04-01,2011-04,2011-10-01,2011-10,6,106,19,0.1792,17.92,6117.46,57.71,321.97,92449.08,872.16,true,true,true
2011-04-01,2011-04,2011-11-01,2011-11,7,106,27,0.2547,25.47,11394.93,107.5,422.03,103844.01,979.66,true,true,true
2011-04-01,2011-04,2011-12-01,2011-12,8,106,12,0.1132,11.32,3924.77,37.03,327.06,107768.78,1016.69,true,false,false
2011-05-01,2011-05,2011-05-01,2011-05,0,111,111,1.0,100.0,52367.63,471.78,471.78,52367.63,471.78,true,true,true
2011-05-01,2011-05,2011-06-01,2011-06,1,111,26,0.2342,23.42,9308.33,83.86,358.01,61675.96,555.64,true,true,true
2011-05-01,2011-05,2011-07-01,2011-07,2,111,27,0.2432,24.32,10346.39,93.21,383.2,72022.35,648.85,true,true,true
2011-05-01,2011-05,2011-08-01,2011-08,3,111,18,0.1622,16.22,6448.99,58.1,358.28,78471.34,706.95,true,true,true
2011-05-01,2011-05,2011-09-01,2011-09,4,111,24,0.2162,21.62,10549.32,95.04,439.56,89020.66,801.99,true,true,true
2011-05-01,2011-05,2011-10-01,2011-10,5,111,23,0.2072,20.72,10462.91,94.26,454.91,99483.57,896.25,true,true,true
2011-05-01,2011-05,2011-11-01,2011-11,6,111,29,0.2613,26.13,14171.39,127.67,488.67,113654.96,1023.92,true,true,true
2011-05-01,2011-05,2011-12-01,2011-12,7,111,13,0.1171,11.71,172634.07,1555.26,13279.54,286289.03,2579.18,true,false,false
2011-06-01,2011-06,2011-06-01,2011-06,0,108,108,1.0,100.0,84133.18,779.01,779.01,84133.18,779.01,true,true,true
2011-06-01,2011-06,2011-07-01,2011-07,1,108,25,0.2315,23.15,10236.66,94.78,409.47,94369.84,873.79,true,true,true
2011-06-01,2011-06,2011-08-01,2011-08,2,108,23,0.213,21.3,7880.16,72.96,342.62,102250,946.76,true,true,true
2011-06-01,2011-06,2011-09-01,2011-09,3,108,29,0.2685,26.85,10922.42,101.13,376.64,113172.42,1047.89,true,true,true
2011-06-01,2011-06,2011-10-01,2011-10,4,108,22,0.2037,20.37,9797.58,90.72,445.34,122970,1138.61,true,true,true
2011-06-01,2011-06,2011-11-01,2011-11,5,108,31,0.287,28.7,14705.56,136.16,474.37,137675.56,1274.77,true,true,true
2011-06-01,2011-06,2011-12-01,2011-12,6,108,9,0.0833,8.33,2473.48,22.9,274.83,140149.04,1297.68,true,false,false
2011-07-01,2011-07,2011-07-01,2011-07,0,102,102,1.0,100.0,43871.65,430.11,430.11,43871.65,430.11,true,true,true
2011-07-01,2011-07,2011-08-01,2011-08,1,102,22,0.2157,21.57,7644.76,74.95,347.49,51516.41,505.06,true,true,true
2011-07-01,2011-07,2011-09-01,2011-09,2,102,31,0.3039,30.39,11479.19,112.54,370.3,62995.6,617.6,true,true,true
2011-07-01,2011-07,2011-10-01,2011-10,3,102,28,0.2745,27.45,12176.93,119.38,434.89,75172.53,736.99,true,true,true
2011-07-01,2011-07,2011-11-01,2011-11,4,102,35,0.3431,34.31,14689.83,144.02,419.71,89862.36,881,true,true,true
2011-07-01,2011-07,2011-12-01,2011-12,5,102,16,0.1569,15.69,4511.44,44.23,281.97,94373.8,925.23,true,false,false
2011-08-01,2011-08,2011-08-01,2011-08,0,106,106,1.0,100.0,44992.17,424.45,424.45,44992.17,424.45,true,true,true
2011-08-01,2011-08,2011-09-01,2011-09,1,106,29,0.2736,27.36,18662.47,176.06,643.53,63654.64,600.52,true,true,true
2011-08-01,2011-08,2011-10-01,2011-10,2,106,33,0.3113,31.13,31382.51,296.06,950.99,95037.15,896.58,true,true,true
2011-08-01,2011-08,2011-11-01,2011-11,3,106,28,0.2642,26.42,40007.67,377.43,1428.85,135044.82,1274.01,true,true,true
2011-08-01,2011-08,2011-12-01,2011-12,4,106,18,0.1698,16.98,13965.72,131.75,775.87,149010.54,1405.76,true,false,false
2011-09-01,2011-09,2011-09-01,2011-09,0,189,189,1.0,100.0,96393.17,510.02,510.02,96393.17,510.02,true,true,true
2011-09-01,2011-09,2011-10-01,2011-10,1,189,51,0.2698,26.98,20242.94,107.11,396.92,116636.11,617.12,true,true,true
2011-09-01,2011-09,2011-11-01,2011-11,2,189,71,0.3757,37.57,31315.2,165.69,441.06,147951.31,782.81,true,true,true
2011-09-01,2011-09,2011-12-01,2011-12,3,189,28,0.1481,14.81,10239.39,54.18,365.69,158190.7,836.99,true,false,false
2011-10-01,2011-10,2011-10-01,2011-10,0,221,221,1.0,100.0,107955.23,488.49,488.49,107955.23,488.49,true,true,true
2011-10-01,2011-10,2011-11-01,2011-11,1,221,71,0.3213,32.13,33488.59,151.53,471.67,141443.82,640.02,true,true,true
2011-10-01,2011-10,2011-12-01,2011-12,2,221,35,0.1584,15.84,10998.75,49.77,314.25,152442.57,689.79,true,false,false
2011-11-01,2011-11,2011-11-01,2011-11,0,191,191,1.0,100.0,80687.44,422.45,422.45,80687.44,422.45,true,true,true
2011-11-01,2011-11,2011-12-01,2011-12,1,191,27,0.1414,14.14,12833.9,67.19,475.33,93521.34,489.64,true,false,false
2011-12-01,2011-12,2011-12-01,2011-12,0,28,28,1.0,100.0,23824.36,850.87,850.87,23824.36,850.87,false,false,false
