customer_id,first_purchase_date,first_purchase_month,second_purchase_date,total_orders,total_customer_revenue,is_repeat_customer,hours_to_second_purchase,days_to_second_purchase,customer_type,second_purchase_interval,second_purchase_interval_order
17222,2010-01-10,2010-01-01,2010-03-01,6,1579.51,true,1201,50.05,Repeat customer,31–60 days,2
17323,2010-01-10,2010-01-01,2010-02-25,12,1551.04,true,1112,46.32,Repeat customer,31–60 days,2
18231,2010-01-10,2010-01-01,2010-02-01,28,6854.17,true,530,22.1,Repeat customer,0–30 days,1
12406,2010-01-11,2010-01-01,2010-04-22,5,6390.36,true,2428,101.19,Repeat customer,91–180 days,4
12549,2010-01-11,2010-01-01,2010-01-11,6,1575.68,true,0,0.0,Repeat customer,0–30 days,1
12875,2010-01-11,2010-01-01,2010-04-16,5,1356.99,true,2281,95.02,Repeat customer,91–180 days,4
13709,2010-01-11,2010-01-01,2010-03-31,18,7571.35,true,1896,79.01,Repeat customer,61–90 days,3
14984,2010-01-11,2010-01-01,2010-06-06,6,1260.51,true,3501,145.9,Repeat customer,91–180 days,4
15549,2010-01-11,2010-01-01,2010-01-27,8,2334.16,true,387,16.12,Repeat customer,0–30 days,1
17023,2010-01-11,2010-01-01,2010-08-10,3,800.18,true,5059,210.8,Repeat customer,181+ days,5
17113,2010-01-11,2010-01-01,2010-01-11,6,2305.59,true,0,0.0,Repeat customer,0–30 days,1
17139,2010-01-11,2010-01-01,2010-02-11,25,19566.76,true,741,30.89,Repeat customer,31–60 days,2
17147,2010-01-11,2010-01-01,2010-03-23,9,3199.95,true,1708,71.18,Repeat customer,61–90 days,3
17529,2010-01-11,2010-01-01,2010-04-08,2,1240.25,true,2093,87.22,Repeat customer,61–90 days,3
17740,2010-01-11,2010-01-01,2010-03-08,6,426.9,true,1341,55.9,Repeat customer,31–60 days,2
18115,2010-01-11,2010-01-01,,1,9.7,false,,,One-time customer,No repeat purchase,0
18242,2010-01-11,2010-01-01,2010-03-30,8,3605.21,true,1879,78.27,Repeat customer,61–90 days,3
12623,2010-01-12,2010-01-01,2010-03-02,7,3747.84,true,1174,48.9,Repeat customer,31–60 days,2
12649,2010-01-12,2010-01-01,2010-01-15,8,2294.65,true,68,2.83,Repeat customer,0–30 days,1
12939,2010-01-12,2010-01-01,2010-02-24,20,25264.8,true,1034,43.1,Repeat customer,31–60 days,2
13433,2010-01-12,2010-01-01,2010-04-15,4,658.32,true,2234,93.07,Repeat customer,91–180 days,4
13622,2010-01-12,2010-01-01,,1,658.95,false,,,One-time customer,No repeat purchase,0
14225,2010-01-12,2010-01-01,2010-05-18,4,2031.07,true,3026,126.1,Repeat customer,91–180 days,4
14241,2010-01-12,2010-01-01,2011-06-09,2,333.7,true,12308,512.86,Repeat customer,181+ days,5
15002,2010-01-12,2010-01-01,2010-01-26,9,4138.08,true,336,14.0,Repeat customer,0–30 days,1
15186,2010-01-12,2010-01-01,2010-05-12,5,1403.2,true,2884,120.16,Repeat customer,91–180 days,4
15299,2010-01-12,2010-01-01,2010-10-01,10,6156.53,true,6291,262.14,Repeat customer,181+ days,5
16422,2010-01-12,2010-01-01,2010-01-24,109,61920.87,true,288,12.0,Repeat customer,0–30 days,1
16841,2010-01-12,2010-01-01,2010-02-09,12,4006.06,true,676,28.18,Repeat customer,0–30 days,1
17352,2010-01-12,2010-01-01,,1,36.25,false,,,One-time customer,No repeat purchase,0
17945,2010-01-12,2010-01-01,2010-01-12,3,360.35,true,0,0.0,Repeat customer,0–30 days,1
12647,2010-01-13,2010-01-01,2010-02-01,36,16955.55,true,452,18.86,Repeat customer,0–30 days,1
14137,2010-01-13,2010-01-01,,1,332.7,false,,,One-time customer,No repeat purchase,0
14146,2010-01-13,2010-01-01,2010-02-03,12,9450.3,true,498,20.77,Repeat customer,0–30 days,1
14154,2010-01-13,2010-01-01,2010-07-01,8,6460.7,true,4061,169.21,Repeat customer,91–180 days,4
14826,2010-01-13,2010-01-01,2010-05-07,2,385.2,true,2732,113.83,Repeat customer,91–180 days,4
15513,2010-01-13,2010-01-01,2010-03-25,35,26437.05,true,1701,70.84,Repeat customer,61–90 days,3
16585,2010-01-13,2010-01-01,2010-04-25,2,341.59,true,2445,101.88,Repeat customer,91–180 days,4
17757,2010-01-13,2010-01-01,2010-02-17,56,9074.05,true,839,34.94,Repeat customer,31–60 days,2
17962,2010-01-13,2010-01-01,2010-06-08,4,666.96,true,3505,146.04,Repeat customer,91–180 days,4
12644,2010-01-14,2010-01-01,2010-02-07,4,1918.49,true,577,24.06,Repeat customer,0–30 days,1
13152,2010-01-14,2010-01-01,2010-02-21,7,2146.38,true,917,38.25,Repeat customer,31–60 days,2
13233,2010-01-14,2010-01-01,2010-10-15,4,1176.46,true,6573,273.9,Repeat customer,181+ days,5
13562,2010-01-14,2010-01-01,2010-02-03,8,4838.18,true,479,19.97,Repeat customer,0–30 days,1
13787,2010-01-14,2010-01-01,2010-02-22,6,1222.5,true,937,39.06,Repeat customer,31–60 days,2
13929,2010-01-14,2010-01-01,2010-02-19,11,3494.1,true,868,36.19,Repeat customer,31–60 days,2
14256,2010-01-14,2010-01-01,2010-08-05,5,2460.79,true,4871,202.95,Repeat customer,181+ days,5
14423,2010-01-14,2010-01-01,2010-09-28,3,916.61,true,6167,256.95,Repeat customer,181+ days,5
15046,2010-01-14,2010-01-01,2010-01-26,25,7623.79,true,284,11.85,Repeat customer,0–30 days,1
15605,2010-01-14,2010-01-01,2010-03-03,9,1741.95,true,1153,48.08,Repeat customer,31–60 days,2
15903,2010-01-14,2010-01-01,2010-08-19,12,8939.84,true,5212,217.16,Repeat customer,181+ days,5
16304,2010-01-14,2010-01-01,,1,381.66,false,,,One-time customer,No repeat purchase,0
16414,2010-01-14,2010-01-01,2010-04-25,5,551.21,true,2425,101.04,Repeat customer,91–180 days,4
16660,2010-01-14,2010-01-01,2010-09-07,7,1879.55,true,5668,236.17,Repeat customer,181+ days,5
17496,2010-01-14,2010-01-01,2010-03-22,4,1412.89,true,1610,67.1,Repeat customer,61–90 days,3
18041,2010-01-14,2010-01-01,2010-01-18,38,8018.77,true,98,4.12,Repeat customer,0–30 days,1
18134,2010-01-14,2010-01-01,2010-04-20,2,445,true,2307,96.09,Repeat customer,91–180 days,4
12431,2010-01-15,2010-01-01,2010-01-15,27,10432.22,true,0,0.02,Repeat customer,0–30 days,1
12631,2010-01-15,2010-01-01,2010-04-21,6,3481.57,true,2303,95.93,Repeat customer,91–180 days,4
12755,2010-01-15,2010-01-01,2010-02-23,11,5236.26,true,934,38.9,Repeat customer,31–60 days,2
12789,2010-01-15,2010-01-01,2010-07-15,3,273.35,true,4344,181.03,Repeat customer,181+ days,5
12813,2010-01-15,2010-01-01,2010-05-10,3,1687.8,true,2758,114.89,Repeat customer,91–180 days,4
12860,2010-01-15,2010-01-01,,1,54.22,false,,,One-time customer,No repeat purchase,0
14324,2010-01-15,2010-01-01,2010-10-26,2,701.61,true,6814,283.93,Repeat customer,181+ days,5
15224,2010-01-15,2010-01-01,2010-03-03,5,871.36,true,1122,46.75,Repeat customer,31–60 days,2
15359,2010-01-15,2010-01-01,2010-01-29,8,181.35,true,335,13.97,Repeat customer,0–30 days,1
15489,2010-01-15,2010-01-01,2010-04-11,8,2419.61,true,2059,85.78,Repeat customer,61–90 days,3
15771,2010-01-15,2010-01-01,2010-04-06,3,1006.54,true,1944,81.0,Repeat customer,61–90 days,3
16452,2010-01-15,2010-01-01,2010-03-19,2,332.17,true,1512,63.01,Repeat customer,61–90 days,3
17227,2010-01-15,2010-01-01,2010-03-17,12,1878.93,true,1464,61.01,Repeat customer,61–90 days,3
17454,2010-01-15,2010-01-01,2010-03-08,10,1547.94,true,1243,51.77,Repeat customer,31–60 days,2
17681,2010-01-15,2010-01-01,2010-01-26,5,731.2,true,263,10.92,Repeat customer,0–30 days,1
17871,2010-01-15,2010-01-01,2010-05-10,5,1068.95,true,2763,115.09,Repeat customer,91–180 days,4
18106,2010-01-15,2010-01-01,2010-01-15,6,1441.06,true,0,0.0,Repeat customer,0–30 days,1
13616,2010-01-17,2010-01-01,2010-05-20,2,283.85,true,2950,122.92,Repeat customer,91–180 days,4
13869,2010-01-17,2010-01-01,2010-03-23,10,7996.87,true,1560,64.98,Repeat customer,61–90 days,3
13907,2010-01-17,2010-01-01,,1,136.8,false,,,One-time customer,No repeat purchase,0
14420,2010-01-17,2010-01-01,2010-07-15,4,1639.17,true,4298,179.08,Repeat customer,91–180 days,4
14421,2010-01-17,2010-01-01,2010-01-25,6,2469.37,true,194,8.08,Repeat customer,0–30 days,1
14451,2010-01-17,2010-01-01,2010-02-11,12,3258.68,true,602,25.07,Repeat customer,0–30 days,1
16166,2010-01-17,2010-01-01,2010-10-07,2,435.83,true,6313,263.06,Repeat customer,181+ days,5
16434,2010-01-17,2010-01-01,2010-01-29,12,2673.69,true,288,11.97,Repeat customer,0–30 days,1
16510,2010-01-17,2010-01-01,2010-03-17,6,1777.5,true,1421,59.2,Repeat customer,31–60 days,2
16524,2010-01-17,2010-01-01,2010-09-19,2,306.19,true,5880,245.01,Repeat customer,181+ days,5
16595,2010-01-17,2010-01-01,2010-04-12,5,1757.75,true,2043,85.14,Repeat customer,61–90 days,3
17591,2010-01-17,2010-01-01,2010-12-07,8,2339.32,true,7775,323.98,Repeat customer,181+ days,5
17801,2010-01-17,2010-01-01,2010-06-08,3,770.03,true,3411,142.11,Repeat customer,91–180 days,4
12877,2010-01-18,2010-01-01,2010-04-25,20,2942.14,true,2332,97.16,Repeat customer,91–180 days,4
14343,2010-01-18,2010-01-01,2010-03-15,4,1079.66,true,1343,55.95,Repeat customer,31–60 days,2
14441,2010-01-18,2010-01-01,2010-04-01,11,4611.69,true,1757,73.21,Repeat customer,61–90 days,3
14442,2010-01-18,2010-01-01,2010-05-19,7,5367.02,true,2906,121.06,Repeat customer,91–180 days,4
14461,2010-01-18,2010-01-01,2010-03-30,13,6676.91,true,1703,70.93,Repeat customer,61–90 days,3
14754,2010-01-18,2010-01-01,2010-05-27,6,1547.93,true,3095,128.96,Repeat customer,91–180 days,4
14892,2010-01-18,2010-01-01,,1,202.35,false,,,One-time customer,No repeat purchase,0
15164,2010-01-18,2010-01-01,2010-04-06,9,2028.11,true,1872,78.0,Repeat customer,61–90 days,3
15375,2010-01-18,2010-01-01,,1,60.96,false,,,One-time customer,No repeat purchase,0
15747,2010-01-18,2010-01-01,2010-04-23,9,2499.81,true,2285,95.2,Repeat customer,91–180 days,4
15795,2010-01-18,2010-01-01,2010-02-14,8,1979.87,true,649,27.06,Repeat customer,0–30 days,1
16954,2010-01-18,2010-01-01,2010-02-12,20,6081.88,true,598,24.92,Repeat customer,0–30 days,1
17048,2010-01-18,2010-01-01,2010-04-12,7,2071.68,true,2020,84.14,Repeat customer,61–90 days,3
17773,2010-01-18,2010-01-01,2010-07-13,2,575.37,true,4224,175.98,Repeat customer,91–180 days,4
17966,2010-01-18,2010-01-01,2010-01-18,10,1963.92,true,0,0.01,Repeat customer,0–30 days,1
18057,2010-01-18,2010-01-01,2010-04-14,3,1188.46,true,2066,86.09,Repeat customer,61–90 days,3
12470,2010-01-19,2010-01-01,,1,211.95,false,,,One-time customer,No repeat purchase,0
12589,2010-01-19,2010-01-01,2010-09-02,8,4695.66,true,5421,225.87,Repeat customer,181+ days,5
12733,2010-01-19,2010-01-01,2010-07-30,4,2424.87,true,4611,192.14,Repeat customer,181+ days,5
13315,2010-01-19,2010-01-01,,1,310.26,false,,,One-time customer,No repeat purchase,0
13555,2010-01-19,2010-01-01,2010-01-19,13,8891.84,true,0,0.01,Repeat customer,0–30 days,1
13877,2010-01-19,2010-01-01,2010-08-26,3,449.68,true,5263,219.27,Repeat customer,181+ days,5
14413,2010-01-19,2010-01-01,2010-01-26,4,764.52,true,170,7.08,Repeat customer,0–30 days,1
14472,2010-01-19,2010-01-01,2010-12-19,9,2118.72,true,8017,334.04,Repeat customer,181+ days,5
14715,2010-01-19,2010-01-01,2010-05-26,8,1825.45,true,3048,127.02,Repeat customer,91–180 days,4
14983,2010-01-19,2010-01-01,,1,183.2,false,,,One-time customer,No repeat purchase,0
15198,2010-01-19,2010-01-01,2010-04-01,5,571.35,true,1732,72.18,Repeat customer,61–90 days,3
15697,2010-01-19,2010-01-01,,1,246.75,false,,,One-time customer,No repeat purchase,0
16087,2010-01-19,2010-01-01,2010-02-01,5,1739.92,true,312,12.98,Repeat customer,0–30 days,1
16287,2010-01-19,2010-01-01,2010-03-08,5,1006.98,true,1157,48.19,Repeat customer,31–60 days,2
16867,2010-01-19,2010-01-01,,1,76.74,false,,,One-time customer,No repeat purchase,0
17245,2010-01-19,2010-01-01,2011-05-19,2,371.63,true,11635,484.79,Repeat customer,181+ days,5
17307,2010-01-19,2010-01-01,2010-01-20,11,3999.89,true,20,0.82,Repeat customer,0–30 days,1
17706,2010-01-19,2010-01-01,2010-01-19,31,20272.15,true,0,0.0,Repeat customer,0–30 days,1
17769,2010-01-19,2010-01-01,2010-03-07,17,7053.38,true,1128,47.0,Repeat customer,31–60 days,2
17963,2010-01-19,2010-01-01,2010-06-11,4,643.16,true,3430,142.94,Repeat customer,91–180 days,4
12987,2010-01-20,2010-01-01,2010-04-08,5,1312.21,true,1880,78.33,Repeat customer,61–90 days,3
13027,2010-01-20,2010-01-01,2010-01-22,19,17239.2,true,47,1.94,Repeat customer,0–30 days,1
13397,2010-01-20,2010-01-01,2010-02-16,10,3191.87,true,651,27.11,Repeat customer,0–30 days,1
13982,2010-01-20,2010-01-01,2010-02-24,9,3954.29,true,839,34.96,Repeat customer,31–60 days,2
14388,2010-01-20,2010-01-01,2010-03-04,16,6388.2,true,1035,43.11,Repeat customer,31–60 days,2
14556,2010-01-20,2010-01-01,2010-02-24,3,815.69,true,845,35.18,Repeat customer,31–60 days,2
14595,2010-01-20,2010-01-01,2010-09-12,8,2164.45,true,5639,234.95,Repeat customer,181+ days,5
14649,2010-01-20,2010-01-01,2010-03-05,9,3651.19,true,1056,44.01,Repeat customer,31–60 days,2
15191,2010-01-20,2010-01-01,2010-01-20,3,588.05,true,0,0.0,Repeat customer,0–30 days,1
16085,2010-01-20,2010-01-01,2010-03-17,12,2341.03,true,1344,56.01,Repeat customer,31–60 days,2
16727,2010-01-20,2010-01-01,2010-03-28,4,1377.77,true,1610,67.06,Repeat customer,61–90 days,3
17220,2010-01-20,2010-01-01,2010-01-20,21,4457.31,true,1,0.01,Repeat customer,0–30 days,1
17356,2010-01-20,2010-01-01,2010-03-18,5,946.47,true,1366,56.94,Repeat customer,31–60 days,2
17794,2010-01-20,2010-01-01,2010-01-22,2,147.3,true,46,1.92,Repeat customer,0–30 days,1
17875,2010-01-20,2010-01-01,,1,167.1,false,,,One-time customer,No repeat purchase,0
12986,2010-01-21,2010-01-01,2010-03-08,10,2729.84,true,1104,46.0,Repeat customer,31–60 days,2
13413,2010-01-21,2010-01-01,2010-02-28,6,429.44,true,908,37.82,Repeat customer,31–60 days,2
13527,2010-01-21,2010-01-01,2010-01-24,12,4541.29,true,72,3.0,Repeat customer,0–30 days,1
13543,2010-01-21,2010-01-01,2010-03-15,2,1439.61,true,1271,52.96,Repeat customer,31–60 days,2
14064,2010-01-21,2010-01-01,2010-02-28,15,3260.24,true,913,38.03,Repeat customer,31–60 days,2
14207,2010-01-21,2010-01-01,,1,157.8,false,,,One-time customer,No repeat purchase,0
14320,2010-01-21,2010-01-01,2010-02-16,5,1346.75,true,625,26.03,Repeat customer,0–30 days,1
14431,2010-01-21,2010-01-01,2010-09-10,4,2614.2,true,5572,232.14,Repeat customer,181+ days,5
14439,2010-01-21,2010-01-01,2010-01-25,5,9443.04,true,91,3.82,Repeat customer,0–30 days,1
14530,2010-01-21,2010-01-01,2010-03-03,16,6088.87,true,985,41.05,Repeat customer,31–60 days,2
14714,2010-01-21,2010-01-01,2010-05-13,4,906.24,true,2688,112.0,Repeat customer,91–180 days,4
15095,2010-01-21,2010-01-01,2010-04-22,10,3141.64,true,2183,90.93,Repeat customer,91–180 days,4
15126,2010-01-21,2010-01-01,2010-06-21,2,449.49,true,3619,150.81,Repeat customer,91–180 days,4
15296,2010-01-21,2010-01-01,2010-05-17,12,10323.03,true,2786,116.09,Repeat customer,91–180 days,4
15682,2010-01-21,2010-01-01,2010-04-19,2,318.24,true,2113,88.04,Repeat customer,61–90 days,3
15885,2010-01-21,2010-01-01,2010-01-27,15,1951.82,true,145,6.03,Repeat customer,0–30 days,1
15910,2010-01-21,2010-01-01,2010-03-04,15,2661.17,true,1009,42.02,Repeat customer,31–60 days,2
16634,2010-01-21,2010-01-01,2010-03-29,6,1649.81,true,1611,67.13,Repeat customer,61–90 days,3
17180,2010-01-21,2010-01-01,2010-03-15,11,2236.77,true,1269,52.85,Repeat customer,31–60 days,2
17320,2010-01-21,2010-01-01,2010-07-19,6,2444.85,true,4295,178.95,Repeat customer,91–180 days,4
12531,2010-01-22,2010-01-01,2011-11-25,2,1933.2,true,16125,671.87,Repeat customer,181+ days,5
13192,2010-01-22,2010-01-01,2010-04-27,6,2558.58,true,2282,95.09,Repeat customer,91–180 days,4
13889,2010-01-22,2010-01-01,2010-02-26,6,1991.23,true,839,34.96,Repeat customer,31–60 days,2
14209,2010-01-22,2010-01-01,2010-03-11,15,4993.27,true,1160,48.35,Repeat customer,31–60 days,2
14274,2010-01-22,2010-01-01,,1,256.6,false,,,One-time customer,No repeat purchase,0
14640,2010-01-22,2010-01-01,2010-03-25,10,3649.36,true,1483,61.76,Repeat customer,61–90 days,3
14854,2010-01-22,2010-01-01,2010-05-12,11,4303.06,true,2643,110.1,Repeat customer,91–180 days,4
16822,2010-01-22,2010-01-01,,1,181.39,false,,,One-time customer,No repeat purchase,0
17460,2010-01-22,2010-01-01,2010-02-25,16,2157.97,true,811,33.81,Repeat customer,31–60 days,2
12703,2010-01-24,2010-01-01,2010-03-15,4,1006.53,true,1197,49.89,Repeat customer,31–60 days,2
12916,2010-01-24,2010-01-01,2010-04-11,7,4479.73,true,1847,76.96,Repeat customer,61–90 days,3
13036,2010-01-24,2010-01-01,,1,307.1,false,,,One-time customer,No repeat purchase,0
13209,2010-01-24,2010-01-01,2010-03-28,13,8509.51,true,1509,62.87,Repeat customer,61–90 days,3
13249,2010-01-24,2010-01-01,2010-03-04,9,1608.93,true,933,38.9,Repeat customer,31–60 days,2
13729,2010-01-24,2010-01-01,2010-09-27,3,724.73,true,5900,245.83,Repeat customer,181+ days,5
14044,2010-01-24,2010-01-01,2010-02-28,10,3077.7,true,840,34.99,Repeat customer,31–60 days,2
14070,2010-01-24,2010-01-01,,1,321.6,false,,,One-time customer,No repeat purchase,0
14522,2010-01-24,2010-01-01,2010-02-26,8,1748.42,true,796,33.15,Repeat customer,31–60 days,2
14701,2010-01-24,2010-01-01,2010-07-05,15,4487.11,true,3888,162.02,Repeat customer,91–180 days,4
14837,2010-01-24,2010-01-01,2010-04-27,9,3460.32,true,2232,93.02,Repeat customer,91–180 days,4
14879,2010-01-24,2010-01-01,,1,185.06,false,,,One-time customer,No repeat purchase,0
14986,2010-01-24,2010-01-01,2010-11-28,2,563.1,true,7392,307.98,Repeat customer,181+ days,5
15434,2010-01-24,2010-01-01,2010-09-30,11,2567.06,true,5973,248.85,Repeat customer,181+ days,5
15483,2010-01-24,2010-01-01,2010-06-18,10,817.82,true,3476,144.8,Repeat customer,91–180 days,4
15696,2010-01-24,2010-01-01,2010-03-11,13,3881.22,true,1102,45.9,Repeat customer,31–60 days,2
15711,2010-01-24,2010-01-01,2010-06-01,2,420.25,true,3072,128.0,Repeat customer,91–180 days,4
15727,2010-01-24,2010-01-01,2010-05-19,15,9371.71,true,2759,114.98,Repeat customer,91–180 days,4
16206,2010-01-24,2010-01-01,2010-05-30,13,2589.87,true,3020,125.84,Repeat customer,91–180 days,4
16255,2010-01-24,2010-01-01,2010-03-14,15,4530,true,1176,49.0,Repeat customer,31–60 days,2
16523,2010-01-24,2010-01-01,2010-03-02,28,11916.33,true,890,37.1,Repeat customer,31–60 days,2
16950,2010-01-24,2010-01-01,2010-02-28,10,3541.77,true,841,35.04,Repeat customer,31–60 days,2
17071,2010-01-24,2010-01-01,2010-06-07,13,3793.71,true,3212,133.86,Repeat customer,91–180 days,4
17141,2010-01-24,2010-01-01,2010-01-24,4,727.58,true,0,0.0,Repeat customer,0–30 days,1
17142,2010-01-24,2010-01-01,2010-06-24,4,1275.25,true,3622,150.9,Repeat customer,91–180 days,4
17242,2010-01-24,2010-01-01,2010-05-06,5,2889.28,true,2451,102.12,Repeat customer,91–180 days,4
17335,2010-01-24,2010-01-01,2010-11-21,2,497.04,true,7223,300.96,Repeat customer,181+ days,5
17618,2010-01-24,2010-01-01,2010-05-30,11,4001.64,true,3025,126.08,Repeat customer,91–180 days,4
17780,2010-01-24,2010-01-01,2010-02-10,3,346.56,true,410,17.1,Repeat customer,0–30 days,1
12857,2010-01-25,2010-01-01,2010-04-29,6,3688,true,2258,94.08,Repeat customer,91–180 days,4
13477,2010-01-25,2010-01-01,2010-04-29,11,2819.17,true,2257,94.02,Repeat customer,91–180 days,4
13488,2010-01-25,2010-01-01,2010-05-17,23,14205.96,true,2690,112.08,Repeat customer,91–180 days,4
14376,2010-01-25,2010-01-01,,1,215.46,false,,,One-time customer,No repeat purchase,0
14538,2010-01-25,2010-01-01,2010-06-13,5,1370.84,true,3335,138.93,Repeat customer,91–180 days,4
14621,2010-01-25,2010-01-01,2010-06-23,9,3000.57,true,3581,149.21,Repeat customer,91–180 days,4
14628,2010-01-25,2010-01-01,2010-03-08,5,1998,true,1002,41.75,Repeat customer,31–60 days,2
14870,2010-01-25,2010-01-01,2010-03-01,6,1838.95,true,842,35.08,Repeat customer,31–60 days,2
15303,2010-01-25,2010-01-01,2010-05-23,3,1224.18,true,2835,118.11,Repeat customer,91–180 days,4
15611,2010-01-25,2010-01-01,2010-01-29,26,2997.28,true,96,3.99,Repeat customer,0–30 days,1
16004,2010-01-25,2010-01-01,2010-03-17,5,2146.39,true,1225,51.02,Repeat customer,31–60 days,2
16795,2010-01-25,2010-01-01,2010-10-19,3,2062.41,true,6410,267.1,Repeat customer,181+ days,5
17218,2010-01-25,2010-01-01,2010-03-15,18,3891.39,true,1176,49.0,Repeat customer,31–60 days,2
17419,2010-01-25,2010-01-01,2010-03-29,18,6126.25,true,1510,62.93,Repeat customer,61–90 days,3
17584,2010-01-25,2010-01-01,2010-04-19,6,5309.42,true,2022,84.24,Repeat customer,61–90 days,3
17810,2010-01-25,2010-01-01,2010-02-09,2,373.16,true,360,15.01,Repeat customer,0–30 days,1
18199,2010-01-25,2010-01-01,,1,344.75,false,,,One-time customer,No repeat purchase,0
12361,2010-01-26,2010-01-01,2010-05-09,4,511.25,true,2473,103.04,Repeat customer,91–180 days,4
12404,2010-01-26,2010-01-01,,1,63.24,false,,,One-time customer,No repeat purchase,0
12466,2010-01-26,2010-01-01,,1,56.73,false,,,One-time customer,No repeat purchase,0
12468,2010-01-26,2010-01-01,2010-04-09,5,3670.74,true,1752,73.0,Repeat customer,61–90 days,3
12555,2010-01-26,2010-01-01,,1,129.23,false,,,One-time customer,No repeat purchase,0
12570,2010-01-26,2010-01-01,,1,77.52,false,,,One-time customer,No repeat purchase,0
12606,2010-01-26,2010-01-01,,1,21,false,,,One-time customer,No repeat purchase,0
12745,2010-01-26,2010-01-01,2010-05-14,3,925.41,true,2592,108.02,Repeat customer,91–180 days,4
12846,2010-01-26,2010-01-01,,1,15.58,false,,,One-time customer,No repeat purchase,0
12905,2010-01-26,2010-01-01,2010-05-12,2,1018.42,true,2540,105.83,Repeat customer,91–180 days,4
13459,2010-01-26,2010-01-01,2010-03-25,2,1160.41,true,1389,57.87,Repeat customer,31–60 days,2
13514,2010-01-26,2010-01-01,2010-05-09,4,815.9,true,2467,102.81,Repeat customer,91–180 days,4
13650,2010-01-26,2010-01-01,2010-05-18,10,3288,true,2693,112.2,Repeat customer,91–180 days,4
13971,2010-01-26,2010-01-01,2010-04-09,14,4667.57,true,1756,73.13,Repeat customer,61–90 days,3
14079,2010-01-26,2010-01-01,2011-08-07,2,618.73,true,13387,557.79,Repeat customer,181+ days,5
14380,2010-01-26,2010-01-01,,1,48.96,false,,,One-time customer,No repeat purchase,0
14912,2010-01-26,2010-01-01,2010-04-28,6,1889.25,true,2201,91.72,Repeat customer,91–180 days,4
15003,2010-01-26,2010-01-01,2010-02-03,6,1027.03,true,190,7.95,Repeat customer,0–30 days,1
15218,2010-01-26,2010-01-01,2010-03-10,22,11468.83,true,1035,43.1,Repeat customer,31–60 days,2
15259,2010-01-26,2010-01-01,2010-04-16,4,1182.38,true,1926,80.26,Repeat customer,61–90 days,3
15702,2010-01-26,2010-01-01,2010-08-20,2,140.39,true,4941,205.89,Repeat customer,181+ days,5
15766,2010-01-26,2010-01-01,2010-09-09,3,831.06,true,5422,225.91,Repeat customer,181+ days,5
15845,2010-01-26,2010-01-01,2010-04-27,11,4426.28,true,2179,90.77,Repeat customer,91–180 days,4
15950,2010-01-26,2010-01-01,2010-03-04,10,7120.91,true,888,36.98,Repeat customer,31–60 days,2
15959,2010-01-26,2010-01-01,2010-01-26,3,542.89,true,0,0.0,Repeat customer,0–30 days,1
16047,2010-01-26,2010-01-01,,1,107.14,false,,,One-time customer,No repeat purchase,0
16281,2010-01-26,2010-01-01,2010-10-12,3,3424.02,true,6212,258.81,Repeat customer,181+ days,5
16291,2010-01-26,2010-01-01,,1,117.72,false,,,One-time customer,No repeat purchase,0
16481,2010-01-26,2010-01-01,,1,453.38,false,,,One-time customer,No repeat purchase,0
17050,2010-01-26,2010-01-01,2010-02-28,11,4648.59,true,789,32.86,Repeat customer,31–60 days,2
17059,2010-01-26,2010-01-01,2010-03-09,9,4864.57,true,1009,42.03,Repeat customer,31–60 days,2
17536,2010-01-26,2010-01-01,2010-10-15,3,364.83,true,6288,262.01,Repeat customer,181+ days,5
17672,2010-01-26,2010-01-01,2010-03-08,7,5778.63,true,980,40.83,Repeat customer,31–60 days,2
17726,2010-01-26,2010-01-01,2010-02-25,7,1092.06,true,721,30.01,Repeat customer,31–60 days,2
12484,2010-01-27,2010-01-01,2010-01-29,12,6354.1,true,42,1.73,Repeat customer,0–30 days,1
12869,2010-01-27,2010-01-01,,1,337.67,false,,,One-time customer,No repeat purchase,0
12873,2010-01-27,2010-01-01,2010-11-07,3,2027.3,true,6818,284.06,Repeat customer,181+ days,5
13048,2010-01-27,2010-01-01,2010-04-27,9,4049.13,true,2162,90.05,Repeat customer,91–180 days,4
13101,2010-01-27,2010-01-01,2010-05-27,4,695.4,true,2882,120.05,Repeat customer,91–180 days,4
13698,2010-01-27,2010-01-01,2010-04-22,2,451.73,true,2042,85.12,Repeat customer,61–90 days,3
14167,2010-01-27,2010-01-01,2010-03-25,8,1274.29,true,1367,56.95,Repeat customer,31–60 days,2
14279,2010-01-27,2010-01-01,2010-07-07,2,191.86,true,3856,160.67,Repeat customer,91–180 days,4
14365,2010-01-27,2010-01-01,2010-11-10,2,634.68,true,6888,287.01,Repeat customer,181+ days,5
14551,2010-01-27,2010-01-01,2010-07-25,7,878.09,true,4299,179.14,Repeat customer,91–180 days,4
15073,2010-01-27,2010-01-01,2010-04-22,8,2788.02,true,2046,85.23,Repeat customer,61–90 days,3
15389,2010-01-27,2010-01-01,2010-05-26,5,2733.8,true,2860,119.14,Repeat customer,91–180 days,4
15695,2010-01-27,2010-01-01,2010-04-21,4,1131.04,true,2016,83.99,Repeat customer,61–90 days,3
15797,2010-01-27,2010-01-01,2010-05-07,6,2821.08,true,2402,100.08,Repeat customer,91–180 days,4
15798,2010-01-27,2010-01-01,2010-03-04,3,1535.37,true,862,35.88,Repeat customer,31–60 days,2
